Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
Ecuador,1991,26571,2274.0,2377.0,17.59,sweet potatoes
Ecuador,1991,26571,2274.0,2377.0,22.18,sweet potatoes
Ecuador,1992,36875,2274.0,2012.0,21.94,cassava
Ecuador,1992,36875,2274.0,2012.0,17.67,cassava
Ecuador,1992,36875,2274.0,2012.0,22.19,cassava
Ecuador,1992,101582,2274.0,2012.0,21.94,plantains and others
Ecuador,1992,101582,2274.0,2012.0,17.67,plantains and others
Ecuador,1992,101582,2274.0,2012.0,22.19,plantains and others
Ecuador,1992,77444,2274.0,2012.0,21.94,potatoes
Ecuador,1992,77444,2274.0,2012.0,17.67,potatoes
Ecuador,1992,77444,2274.0,2012.0,22.19,potatoes
Ecuador,1992,16420,2274.0,2012.0,21.94,soybeans
Ecuador,1992,16420,2274.0,2012.0,17.67,soybeans
Ecuador,1992,16420,2274.0,2012.0,22.19,soybeans
Ecuador,1992,28667,2274.0,2012.0,21.94,sweet potatoes
Ecuador,1992,28667,2274.0,2012.0,17.67,sweet potatoes
Ecuador,1992,28667,2274.0,2012.0,22.19,sweet potatoes
Ecuador,1993,36265,2274.0,1844.0,21.86,cassava
Ecuador,1993,36265,2274.0,1844.0,17.42,cassava
Ecuador,1993,36265,2274.0,1844.0,22.15,cassava
Ecuador,1993,93053,2274.0,1844.0,21.86,plantains and others
Ecuador,1993,93053,2274.0,1844.0,17.42,plantains and others
Ecuador,1993,93053,2274.0,1844.0,22.15,plantains and others
Ecuador,1993,74694,2274.0,1844.0,21.86,potatoes
Ecuador,1993,74694,2274.0,1844.0,17.42,potatoes
Ecuador,1993,74694,2274.0,1844.0,22.15,potatoes
Ecuador,1993,17613,2274.0,1844.0,21.86,soybeans
Ecuador,1993,17613,2274.0,1844.0,17.42,soybeans
Ecuador,1993,17613,2274.0,1844.0,22.15,soybeans
Ecuador,1993,36276,2274.0,1844.0,21.86,sweet potatoes
Ecuador,1993,36276,2274.0,1844.0,17.42,sweet potatoes
Ecuador,1993,36276,2274.0,1844.0,22.15,sweet potatoes
Ecuador,1994,40870,2274.0,2670.0,21.46,cassava
Ecuador,1994,40870,2274.0,2670.0,17.4,cassava
Ecuador,1994,40870,2274.0,2670.0,21.8,cassava
Ecuador,1994,103690,2274.0,2670.0,21.46,plantains and others
Ecuador,1994,103690,2274.0,2670.0,17.4,plantains and others
Ecuador,1994,103690,2274.0,2670.0,21.8,plantains and others
Ecuador,1994,81368,2274.0,2670.0,21.46,potatoes
Ecuador,1994,81368,2274.0,2670.0,17.4,potatoes
Ecuador,1994,81368,2274.0,2670.0,21.8,potatoes
Ecuador,1994,21520,2274.0,2670.0,21.46,soybeans
Ecuador,1994,21520,2274.0,2670.0,17.4,soybeans
Ecuador,1994,21520,2274.0,2670.0,21.8,soybeans
Ecuador,1994,48971,2274.0,2670.0,21.46,sweet potatoes
Ecuador,1994,48971,2274.0,2670.0,17.4,sweet potatoes
Ecuador,1994,48971,2274.0,2670.0,21.8,sweet potatoes
Ecuador,1995,36456,2274.0,2658.0,21.96,cassava
Ecuador,1995,36456,2274.0,2658.0,17.7,cassava
Ecuador,1995,36456,2274.0,2658.0,22.19,cassava
Ecuador,1995,82605,2274.0,2658.0,21.96,plantains and others
Ecuador,1995,82605,2274.0,2658.0,17.7,plantains and others
Ecuador,1995,82605,2274.0,2658.0,22.19,plantains and others
Ecuador,1995,71719,2274.0,2658.0,21.96,potatoes
Ecuador,1995,71719,2274.0,2658.0,17.7,potatoes
Ecuador,1995,71719,2274.0,2658.0,22.19,potatoes
Ecuador,1995,10939,2274.0,2658.0,21.96,soybeans
Ecuador,1995,10939,2274.0,2658.0,17.7,soybeans
Ecuador,1995,10939,2274.0,2658.0,22.19,soybeans
Ecuador,1995,35269,2274.0,2658.0,21.96,sweet potatoes
Ecuador,1995,35269,2274.0,2658.0,17.7,sweet potatoes
Ecuador,1995,35269,2274.0,2658.0,22.19,sweet potatoes
Ecuador,1996,37845,2274.0,2407.0,21.34,cassava
Ecuador,1996,37845,2274.0,2407.0,17.23,cassava
Ecuador,1996,37845,2274.0,2407.0,21.69,cassava
Ecuador,1996,88953,2274.0,2407.0,21.34,plantains and others
Ecuador,1996,88953,2274.0,2407.0,17.23,plantains and others
Ecuador,1996,88953,2274.0,2407.0,21.69,plantains and others
Ecuador,1996,84913,2274.0,2407.0,21.34,potatoes
Ecuador,1996,84913,2274.0,2407.0,17.23,potatoes
Ecuador,1996,84913,2274.0,2407.0,21.69,potatoes
Ecuador,1996,12600,2274.0,2407.0,21.34,soybeans
Ecuador,1996,12600,2274.0,2407.0,17.23,soybeans
Ecuador,1996,12600,2274.0,2407.0,21.69,soybeans
Ecuador,1996,36429,2274.0,2407.0,21.34,sweet potatoes
Ecuador,1996,36429,2274.0,2407.0,17.23,sweet potatoes
Ecuador,1996,36429,2274.0,2407.0,21.69,sweet potatoes
Ecuador,1997,37578,2274.0,7612.0,22.88,cassava
Ecuador,1997,37578,2274.0,7612.0,17.82,cassava
Ecuador,1997,37578,2274.0,7612.0,23.0,cassava
Ecuador,1997,83753,2274.0,7612.0,22.88,plantains and others
Ecuador,1997,83753,2274.0,7612.0,17.82,plantains and others
Ecuador,1997,83753,2274.0,7612.0,23.0,plantains and others
Ecuador,1997,89626,2274.0,7612.0,22.88,potatoes
Ecuador,1997,89626,2274.0,7612.0,17.82,potatoes
Ecuador,1997,89626,2274.0,7612.0,23.0,potatoes
Ecuador,1997,11365,2274.0,7612.0,22.88,soybeans
Ecuador,1997,11365,2274.0,7612.0,17.82,soybeans
Ecuador,1997,11365,2274.0,7612.0,23.0,soybeans
Ecuador,1997,38750,2274.0,7612.0,22.88,sweet potatoes
Ecuador,1997,38750,2274.0,7612.0,17.82,sweet potatoes
Ecuador,1997,38750,2274.0,7612.0,23.0,sweet potatoes
Ecuador,1998,49242,2274.0,21500.0,22.59,cassava
Ecuador,1998,49242,2274.0,21500.0,18.12,cassava
Ecuador,1998,49242,2274.0,21500.0,22.72,cassava
Ecuador,1998,93279,2274.0,21500.0,22.59,plantains and others
Ecuador,1998,93279,2274.0,21500.0,18.12,plantains and others
Ecuador,1998,93279,2274.0,21500.0,22.72,plantains and others
Ecuador,1998,92184,2274.0,21500.0,22.59,potatoes
Ecuador,1998,92184,2274.0,21500.0,18.12,potatoes
Ecuador,1998,92184,2274.0,21500.0,22.72,potatoes
Ecuador,1998,12691,2274.0,21500.0,22.59,soybeans
Ecuador,1998,12691,2274.0,21500.0,18.12,soybeans
Ecuador,1998,12691,2274.0,21500.0,22.72,soybeans
Ecuador,1998,17591,2274.0,21500.0,22.59,sweet potatoes
Ecuador,1998,17591,2274.0,21500.0,18.12,sweet potatoes
Ecuador,1998,17591,2274.0,21500.0,22.72,sweet potatoes
Ecuador,1999,40000,2274.0,14216.0,21.21,cassava
Ecuador,1999,40000,2274.0,14216.0,17.02,cassava
Ecuador,1999,40000,2274.0,14216.0,21.43,cassava
Ecuador,1999,93936,2274.0,14216.0,21.21,plantains and others
Ecuador,1999,93936,2274.0,14216.0,17.02,plantains and others
Ecuador,1999,93936,2274.0,14216.0,21.43,plantains and others
Ecuador,1999,93077,2274.0,14216.0,21.21,potatoes
Ecuador,1999,93077,2274.0,14216.0,17.02,potatoes
Ecuador,1999,93077,2274.0,14216.0,21.43,potatoes
Ecuador,1999,18130,2274.0,14216.0,21.21,soybeans
Ecuador,1999,18130,2274.0,14216.0,17.02,soybeans
Ecuador,1999,18130,2274.0,14216.0,21.43,soybeans
Ecuador,1999,56766,2274.0,14216.0,21.21,sweet potatoes
Ecuador,1999,56766,2274.0,14216.0,17.02,sweet potatoes
Ecuador,1999,56766,2274.0,14216.0,21.43,sweet potatoes
Ecuador,2000,34909,2274.0,17948.0,21.34,cassava
Ecuador,2000,34909,2274.0,17948.0,17.06,cassava
Ecuador,2000,34909,2274.0,17948.0,21.46,cassava
Ecuador,2000,30460,2274.0,17948.0,21.34,plantains and others
Ecuador,2000,30460,2274.0,17948.0,17.06,plantains and others
Ecuador,2000,30460,2274.0,17948.0,21.46,plantains and others
Ecuador,2000,56332,2274.0,17948.0,21.34,potatoes
Ecuador,2000,56332,2274.0,17948.0,17.06,potatoes
Ecuador,2000,56332,2274.0,17948.0,21.46,potatoes
Ecuador,2000,17061,2274.0,17948.0,21.34,soybeans
Ecuador,2000,17061,2274.0,17948.0,17.06,soybeans
Ecuador,2000,17061,2274.0,17948.0,21.46,soybeans
Ecuador,2000,29181,2274.0,17948.0,21.34,sweet potatoes
Ecuador,2000,29181,2274.0,17948.0,17.06,sweet potatoes
Ecuador,2000,29181,2274.0,17948.0,21.46,sweet potatoes
Ecuador,2001,38000,2274.0,7344.0,21.51,cassava
Ecuador,2001,38000,2274.0,7344.0,17.39,cassava
Ecuador,2001,38000,2274.0,7344.0,21.88,cassava
Ecuador,2001,90347,2274.0,7344.0,21.51,plantains and others
Ecuador,2001,90347,2274.0,7344.0,17.39,plantains and others
Ecuador,2001,90347,2274.0,7344.0,21.88,plantains and others
Ecuador,2001,97253,2274.0,7344.0,21.51,potatoes
Ecuador,2001,97253,2274.0,7344.0,17.39,potatoes
Ecuador,2001,97253,2274.0,7344.0,21.88,potatoes
Ecuador,2001,18900,2274.0,7344.0,21.51,soybeans
Ecuador,2001,18900,2274.0,7344.0,17.39,soybeans
Ecuador,2001,18900,2274.0,7344.0,21.88,soybeans
Ecuador,2001,28134,2274.0,7344.0,21.51,sweet potatoes
Ecuador,2001,28134,2274.0,7344.0,17.39,sweet potatoes
Ecuador,2001,28134,2274.0,7344.0,21.88,sweet potatoes
Ecuador,2002,40153,2274.0,1302.49,22.23,cassava
Ecuador,2002,40153,2274.0,1302.49,17.78,cassava
Ecuador,2002,40153,2274.0,1302.49,22.47,cassava
Ecuador,2002,59057,2274.0,1302.49,22.23,plantains and others
Ecuador,2002,59057,2274.0,1302.49,17.78,plantains and others
Ecuador,2002,59057,2274.0,1302.49,22.47,plantains and others
Ecuador,2002,48788,2274.0,1302.49,22.23,potatoes
Ecuador,2002,48788,2274.0,1302.49,17.78,potatoes
Ecuador,2002,48788,2274.0,1302.49,22.47,potatoes
Ecuador,2002,19963,2274.0,1302.49,22.23,soybeans
Ecuador,2002,19963,2274.0,1302.49,17.78,soybeans
Ecuador,2002,19963,2274.0,1302.49,22.47,soybeans
Ecuador,2002,13019,2274.0,1302.49,22.23,sweet potatoes
Ecuador,2002,13019,2274.0,1302.49,17.78,sweet potatoes
Ecuador,2002,13019,2274.0,1302.49,22.47,sweet potatoes
Ecuador,2004,39602,2274.0,29799.84,22.04,cassava
Ecuador,2004,39602,2274.0,29799.84,17.73,cassava
Ecuador,2004,39602,2274.0,29799.84,22.33,cassava
Ecuador,2004,58351,2274.0,29799.84,22.04,plantains and others
Ecuador,2004,58351,2274.0,29799.84,17.73,plantains and others
Ecuador,2004,58351,2274.0,29799.84,22.33,plantains and others
Ecuador,2004,71587,2274.0,29799.84,22.04,potatoes
Ecuador,2004,71587,2274.0,29799.84,17.73,potatoes
Ecuador,2004,71587,2274.0,29799.84,22.33,potatoes
Ecuador,2004,16610,2274.0,29799.84,22.04,soybeans
Ecuador,2004,16610,2274.0,29799.84,17.73,soybeans
Ecuador,2004,16610,2274.0,29799.84,22.33,soybeans
Ecuador,2004,25760,2274.0,29799.84,22.04,sweet potatoes
Ecuador,2004,25760,2274.0,29799.84,17.73,sweet potatoes
Ecuador,2004,25760,2274.0,29799.84,22.33,sweet potatoes
Ecuador,2005,44199,2274.0,18391.23,21.82,cassava
Ecuador,2005,44199,2274.0,18391.23,17.67,cassava
Ecuador,2005,44199,2274.0,18391.23,22.21,cassava
Ecuador,2005,60846,2274.0,18391.23,21.82,plantains and others
Ecuador,2005,60846,2274.0,18391.23,17.67,plantains and others
Ecuador,2005,60846,2274.0,18391.23,22.21,plantains and others
Ecuador,2005,69668,2274.0,18391.23,21.82,potatoes
Ecuador,2005,69668,2274.0,18391.23,17.67,potatoes
Ecuador,2005,69668,2274.0,18391.23,22.21,potatoes
Ecuador,2005,19646,2274.0,18391.23,21.82,soybeans
Ecuador,2005,19646,2274.0,18391.23,17.67,soybeans
Ecuador,2005,19646,2274.0,18391.23,22.21,soybeans
Ecuador,2005,30654,2274.0,18391.23,21.82,sweet potatoes
Ecuador,2005,30654,2274.0,18391.23,17.67,sweet potatoes
Ecuador,2005,30654,2274.0,18391.23,22.21,sweet potatoes
Ecuador,2006,34279,2274.0,7953.42,22.09,cassava
Ecuador,2006,34279,2274.0,7953.42,17.6,cassava
Ecuador,2006,34279,2274.0,7953.42,22.31,cassava
Ecuador,2006,56123,2274.0,7953.42,22.09,plantains and others
Ecuador,2006,56123,2274.0,7953.42,17.6,plantains and others
Ecuador,2006,56123,2274.0,7953.42,22.31,plantains and others
Ecuador,2006,69768,2274.0,7953.42,22.09,potatoes
Ecuador,2006,69768,2274.0,7953.42,17.6,potatoes
Ecuador,2006,69768,2274.0,7953.42,22.31,potatoes
Ecuador,2006,11500,2274.0,7953.42,22.09,soybeans
Ecuador,2006,11500,2274.0,7953.42,17.6,soybeans
Ecuador,2006,11500,2274.0,7953.42,22.31,soybeans
Ecuador,2006,18750,2274.0,7953.42,22.09,sweet potatoes
Ecuador,2006,18750,2274.0,7953.42,17.6,sweet potatoes
Ecuador,2006,18750,2274.0,7953.42,22.31,sweet potatoes
Ecuador,2007,45107,2274.0,14156.16,21.68,cassava
Ecuador,2007,45107,2274.0,14156.16,17.44,cassava
Ecuador,2007,45107,2274.0,14156.16,21.99,cassava
Ecuador,2007,55969,2274.0,14156.16,21.68,plantains and others
Ecuador,2007,55969,2274.0,14156.16,17.44,plantains and others
Ecuador,2007,55969,2274.0,14156.16,21.99,plantains and others
Ecuador,2007,68022,2274.0,14156.16,21.68,potatoes
Ecuador,2007,68022,2274.0,14156.16,17.44,potatoes
Ecuador,2007,68022,2274.0,14156.16,21.99,potatoes
Ecuador,2007,17188,2274.0,14156.16,21.68,soybeans
Ecuador,2007,17188,2274.0,14156.16,17.44,soybeans
Ecuador,2007,17188,2274.0,14156.16,21.99,soybeans
Ecuador,2007,18824,2274.0,14156.16,21.68,sweet potatoes
Ecuador,2007,18824,2274.0,14156.16,17.44,sweet potatoes
Ecuador,2007,18824,2274.0,14156.16,21.99,sweet potatoes
Ecuador,2008,51231,2274.0,15396.14,21.72,cassava
Ecuador,2008,51231,2274.0,15396.14,17.16,cassava
Ecuador,2008,51231,2274.0,15396.14,21.89,cassava
Ecuador,2008,45571,2274.0,15396.14,21.72,plantains and others
Ecuador,2008,45571,2274.0,15396.14,17.16,plantains and others
Ecuador,2008,45571,2274.0,15396.14,21.89,plantains and others
Ecuador,2008,61416,2274.0,15396.14,21.72,potatoes
Ecuador,2008,61416,2274.0,15396.14,17.16,potatoes
Ecuador,2008,61416,2274.0,15396.14,21.89,potatoes
Ecuador,2008,16000,2274.0,15396.14,21.72,soybeans
Ecuador,2008,16000,2274.0,15396.14,17.16,soybeans
Ecuador,2008,16000,2274.0,15396.14,21.89,soybeans
Ecuador,2008,21244,2274.0,15396.14,21.72,sweet potatoes
Ecuador,2008,21244,2274.0,15396.14,17.16,sweet potatoes
Ecuador,2008,21244,2274.0,15396.14,21.89,sweet potatoes
Ecuador,2009,31191,2274.0,9666.87,22.01,cassava
Ecuador,2009,31191,2274.0,9666.87,17.76,cassava
Ecuador,2009,31191,2274.0,9666.87,22.42,cassava
Ecuador,2009,49631,2274.0,9666.87,22.01,plantains and others
Ecuador,2009,49631,2274.0,9666.87,17.76,plantains and others
Ecuador,2009,49631,2274.0,9666.87,22.42,plantains and others
Ecuador,2009,58531,2274.0,9666.87,22.01,potatoes
Ecuador,2009,58531,2274.0,9666.87,17.76,potatoes
Ecuador,2009,58531,2274.0,9666.87,22.42,potatoes
Ecuador,2009,16585,2274.0,9666.87,22.01,soybeans
Ecuador,2009,16585,2274.0,9666.87,17.76,soybeans
Ecuador,2009,16585,2274.0,9666.87,22.42,soybeans
Ecuador,2009,18947,2274.0,9666.87,22.01,sweet potatoes
Ecuador,2009,18947,2274.0,9666.87,17.76,sweet potatoes
Ecuador,2009,18947,2274.0,9666.87,22.42,sweet potatoes
Ecuador,2010,32033,2274.0,31637.12,21.98,cassava
Ecuador,2010,32033,2274.0,31637.12,17.79,cassava
Ecuador,2010,32033,2274.0,31637.12,22.3,cassava
Ecuador,2010,48375,2274.0,31637.12,21.98,plantains and others
Ecuador,2010,48375,2274.0,31637.12,17.79,plantains and others
Ecuador,2010,48375,2274.0,31637.12,22.3,plantains and others
Ecuador,2010,87422,2274.0,31637.12,21.98,potatoes
Ecuador,2010,87422,2274.0,31637.12,17.79,potatoes
Ecuador,2010,87422,2274.0,31637.12,22.3,potatoes
Ecuador,2010,16279,2274.0,31637.12,21.98,soybeans
Ecuador,2010,16279,2274.0,31637.12,17.79,soybeans
Ecuador,2010,16279,2274.0,31637.12,22.3,soybeans
Ecuador,2010,18963,2274.0,31637.12,21.98,sweet potatoes
Ecuador,2010,18963,2274.0,31637.12,17.79,sweet potatoes
Ecuador,2010,18963,2274.0,31637.12,22.3,sweet potatoes
Ecuador,2011,28346,2274.0,17529.44,21.78,cassava
Ecuador,2011,28346,2274.0,17529.44,17.42,cassava
Ecuador,2011,28346,2274.0,17529.44,22.11,cassava
Ecuador,2011,51321,2274.0,17529.44,21.78,plantains and others
Ecuador,2011,51321,2274.0,17529.44,17.42,plantains and others
Ecuador,2011,51321,2274.0,17529.44,22.11,plantains and others
Ecuador,2011,77752,2274.0,17529.44,21.78,potatoes
Ecuador,2011,77752,2274.0,17529.44,17.42,potatoes
Ecuador,2011,77752,2274.0,17529.44,22.11,potatoes
Ecuador,2011,16250,2274.0,17529.44,21.78,soybeans
Ecuador,2011,16250,2274.0,17529.44,17.42,soybeans
Ecuador,2011,16250,2274.0,17529.44,22.11,soybeans
Ecuador,2011,19113,2274.0,17529.44,21.78,sweet potatoes
Ecuador,2011,19113,2274.0,17529.44,17.42,sweet potatoes
Ecuador,2011,19113,2274.0,17529.44,22.11,sweet potatoes
Ecuador,2012,45419,2274.0,11469.74,21.86,cassava
Ecuador,2012,45419,2274.0,11469.74,17.46,cassava
Ecuador,2012,45419,2274.0,11469.74,22.16,cassava
Ecuador,2012,60942,2274.0,11469.74,21.86,plantains and others
Ecuador,2012,60942,2274.0,11469.74,17.46,plantains and others
Ecuador,2012,60942,2274.0,11469.74,22.16,plantains and others
Ecuador,2012,83078,2274.0,11469.74,21.86,potatoes
Ecuador,2012,83078,2274.0,11469.74,17.46,potatoes
Ecuador,2012,83078,2274.0,11469.74,22.16,potatoes
Ecuador,2012,16923,2274.0,11469.74,21.86,soybeans
Ecuador,2012,16923,2274.0,11469.74,17.46,soybeans
Ecuador,2012,16923,2274.0,11469.74,22.16,soybeans
Ecuador,2012,19575,2274.0,11469.74,21.86,sweet potatoes
Ecuador,2012,19575,2274.0,11469.74,17.46,sweet potatoes
Ecuador,2012,19575,2274.0,11469.74,22.16,sweet potatoes
Ecuador,2013,25112,2274.0,6471.77,21.69,cassava
Ecuador,2013,25112,2274.0,6471.77,17.28,cassava
Ecuador,2013,25112,2274.0,6471.77,21.94,cassava
Ecuador,2013,49591,2274.0,6471.77,21.69,plantains and others
Ecuador,2013,49591,2274.0,6471.77,17.28,plantains and others
Ecuador,2013,49591,2274.0,6471.77,21.94,plantains and others
Ecuador,2013,73131,2274.0,6471.77,21.69,potatoes
Ecuador,2013,73131,2274.0,6471.77,17.28,potatoes
Ecuador,2013,73131,2274.0,6471.77,21.94,potatoes
Ecuador,2013,16585,2274.0,6471.77,21.69,soybeans
Ecuador,2013,16585,2274.0,6471.77,17.28,soybeans
Ecuador,2013,16585,2274.0,6471.77,21.94,soybeans
Ecuador,2013,19113,2274.0,6471.77,21.69,sweet potatoes
Ecuador,2013,19113,2274.0,6471.77,17.28,sweet potatoes
Ecuador,2013,19113,2274.0,6471.77,21.94,sweet potatoes
Egypt,1990,205592,51.0,13214.0,20.73,potatoes
Egypt,1990,205592,51.0,13214.0,21.6,potatoes
Egypt,1990,25773,51.0,13214.0,20.73,soybeans
Egypt,1990,25773,51.0,13214.0,21.6,soybeans
Egypt,1990,257930,51.0,13214.0,20.73,sweet potatoes
Egypt,1990,257930,51.0,13214.0,21.6,sweet potatoes
Egypt,1991,202345,51.0,8255.0,20.64,potatoes
Egypt,1991,202345,51.0,8255.0,21.65,potatoes
Egypt,1991,28366,51.0,8255.0,20.64,soybeans
Egypt,1991,28366,51.0,8255.0,21.65,soybeans
Egypt,1991,270456,51.0,8255.0,20.64,sweet potatoes
Egypt,1991,270456,51.0,8255.0,21.65,sweet potatoes
Egypt,1992,209071,51.0,6156.0,20.09,potatoes
Egypt,1992,209071,51.0,6156.0,21.11,potatoes
Egypt,1992,26981,51.0,6156.0,20.09,soybeans
Egypt,1992,26981,51.0,6156.0,21.11,soybeans
Egypt,1992,241308,51.0,6156.0,20.09,sweet potatoes
Egypt,1992,241308,51.0,6156.0,21.11,sweet potatoes
Egypt,1993,207792,51.0,4175.0,20.74,potatoes
Egypt,1993,207792,51.0,4175.0,21.79,potatoes
Egypt,1993,27534,51.0,4175.0,20.74,soybeans
Egypt,1993,27534,51.0,4175.0,21.79,soybeans
Egypt,1993,260629,51.0,4175.0,20.74,sweet potatoes
Egypt,1993,260629,51.0,4175.0,21.79,sweet potatoes
Egypt,1994,204487,51.0,4283.0,21.1,potatoes
Egypt,1994,204487,51.0,4283.0,22.02,potatoes
Egypt,1994,28828,51.0,4283.0,21.1,soybeans
Egypt,1994,28828,51.0,4283.0,22.02,soybeans
Egypt,1994,247138,51.0,4283.0,21.1,sweet potatoes
Egypt,1994,247138,51.0,4283.0,22.02,sweet potatoes
Egypt,1995,211244,51.0,4391.0,20.62,potatoes
Egypt,1995,211244,51.0,4391.0,21.56,potatoes
Egypt,1995,24344,51.0,4391.0,20.62,soybeans
Egypt,1995,24344,51.0,4391.0,21.56,soybeans
Egypt,1995,259786,51.0,4391.0,20.62,sweet potatoes
Egypt,1995,259786,51.0,4391.0,21.56,sweet potatoes
Egypt,1996,202048,51.0,4499.0,20.85,potatoes
Egypt,1996,202048,51.0,4499.0,21.88,potatoes
Egypt,1996,26103,51.0,4499.0,20.85,soybeans
Egypt,1996,26103,51.0,4499.0,21.88,soybeans
Egypt,1996,231357,51.0,4499.0,20.85,sweet potatoes
Egypt,1996,231357,51.0,4499.0,21.88,sweet potatoes
Egypt,1997,218355,51.0,4607.0,20.52,potatoes
Egypt,1997,218355,51.0,4607.0,21.45,potatoes
Egypt,1997,26223,51.0,4607.0,20.52,soybeans
Egypt,1997,26223,51.0,4607.0,21.45,soybeans
Egypt,1997,224888,51.0,4607.0,20.52,sweet potatoes
Egypt,1997,224888,51.0,4607.0,21.45,sweet potatoes
Egypt,1998,223302,51.0,4715.0,21.29,potatoes
Egypt,1998,223302,51.0,4715.0,22.36,potatoes
Egypt,1998,26207,51.0,4715.0,21.29,soybeans
Egypt,1998,26207,51.0,4715.0,22.36,soybeans
Egypt,1998,240060,51.0,4715.0,21.29,sweet potatoes
Egypt,1998,240060,51.0,4715.0,22.36,sweet potatoes
Egypt,1999,232915,51.0,4823.0,21.46,potatoes
Egypt,1999,232915,51.0,4823.0,22.28,potatoes
Egypt,1999,26367,51.0,4823.0,21.46,soybeans
Egypt,1999,26367,51.0,4823.0,22.28,soybeans
Egypt,1999,240545,51.0,4823.0,21.46,sweet potatoes
Egypt,1999,240545,51.0,4823.0,22.28,sweet potatoes
Egypt,2000,235931,51.0,4931.0,20.74,potatoes
Egypt,2000,235931,51.0,4931.0,21.49,potatoes
Egypt,2000,27199,51.0,4931.0,20.74,soybeans
Egypt,2000,27199,51.0,4931.0,21.49,soybeans
Egypt,2000,273327,51.0,4931.0,20.74,sweet potatoes
Egypt,2000,273327,51.0,4931.0,21.49,sweet potatoes
Egypt,2001,238739,51.0,5039.0,21.45,potatoes
Egypt,2001,238739,51.0,5039.0,22.33,potatoes
Egypt,2001,27922,51.0,5039.0,21.45,soybeans
Egypt,2001,27922,51.0,5039.0,22.33,soybeans
Egypt,2001,266543,51.0,5039.0,21.45,sweet potatoes
Egypt,2001,266543,51.0,5039.0,22.33,sweet potatoes
Egypt,2002,240382,51.0,5147.0,21.46,potatoes
Egypt,2002,240382,51.0,5147.0,22.41,potatoes
Egypt,2002,29904,51.0,5147.0,21.46,soybeans
Egypt,2002,29904,51.0,5147.0,22.41,soybeans
Egypt,2002,276970,51.0,5147.0,21.46,sweet potatoes
Egypt,2002,276970,51.0,5147.0,22.41,sweet potatoes
Egypt,2004,244443,51.0,5363.0,21.06,potatoes
Egypt,2004,244443,51.0,5363.0,22.08,potatoes
Egypt,2004,30266,51.0,5363.0,21.06,soybeans
Egypt,2004,30266,51.0,5363.0,22.08,soybeans
Egypt,2004,281242,51.0,5363.0,21.06,sweet potatoes
Egypt,2004,281242,51.0,5363.0,22.08,sweet potatoes
Egypt,2005,250826,51.0,5471.0,21.08,potatoes
Egypt,2005,250826,51.0,5471.0,22.01,potatoes
Egypt,2005,34000,51.0,5471.0,21.08,soybeans
Egypt,2005,34000,51.0,5471.0,22.01,soybeans
Egypt,2005,175000,51.0,5471.0,21.08,sweet potatoes
Egypt,2005,175000,51.0,5471.0,22.01,sweet potatoes
Egypt,2006,250085,51.0,9781.0,21.15,potatoes
Egypt,2006,250085,51.0,9781.0,22.05,potatoes
Egypt,2006,30817,51.0,9781.0,21.15,soybeans
Egypt,2006,30817,51.0,9781.0,22.05,soybeans
Egypt,2006,119702,51.0,9781.0,21.15,sweet potatoes
Egypt,2006,119702,51.0,9781.0,22.05,sweet potatoes
Egypt,2007,255717,51.0,9105.0,21.51,potatoes
Egypt,2007,255717,51.0,9105.0,22.36,potatoes
Egypt,2007,32880,51.0,9105.0,21.51,soybeans
Egypt,2007,32880,51.0,9105.0,22.36,soybeans
Egypt,2007,298171,51.0,9105.0,21.51,sweet potatoes
Egypt,2007,298171,51.0,9105.0,22.36,sweet potatoes
Egypt,2008,259390,51.0,9527.0,21.74,potatoes
Egypt,2008,259390,51.0,9527.0,22.64,potatoes
Egypt,2008,33601,51.0,9527.0,21.74,soybeans
Egypt,2008,33601,51.0,9527.0,22.64,soybeans
Egypt,2008,276425,51.0,9527.0,21.74,sweet potatoes
Egypt,2008,276425,51.0,9527.0,22.64,sweet potatoes
Egypt,2009,264241,51.0,9013.0,21.67,potatoes
Egypt,2009,264241,51.0,9013.0,22.63,potatoes
Egypt,2009,31252,51.0,9013.0,21.67,soybeans
Egypt,2009,31252,51.0,9013.0,22.63,soybeans
Egypt,2009,285425,51.0,9013.0,21.67,sweet potatoes
Egypt,2009,285425,51.0,9013.0,22.63,sweet potatoes
Egypt,2010,259211,51.0,11590.0,22.46,potatoes
Egypt,2010,259211,51.0,11590.0,23.72,potatoes
Egypt,2010,28453,51.0,11590.0,22.46,soybeans
Egypt,2010,28453,51.0,11590.0,23.72,soybeans
Egypt,2010,306078,51.0,11590.0,22.46,sweet potatoes
Egypt,2010,306078,51.0,11590.0,23.72,sweet potatoes
Egypt,2011,264311,51.0,12945.0,21.18,potatoes
Egypt,2011,264311,51.0,12945.0,21.99,potatoes
Egypt,2011,31195,51.0,12945.0,21.18,soybeans
Egypt,2011,31195,51.0,12945.0,21.99,soybeans
Egypt,2011,318249,51.0,12945.0,21.18,sweet potatoes
Egypt,2011,318249,51.0,12945.0,21.99,sweet potatoes
Egypt,2012,268531,51.0,13991.0,21.55,potatoes
Egypt,2012,268531,51.0,13991.0,22.48,potatoes
Egypt,2012,36186,51.0,13991.0,21.55,soybeans
Egypt,2012,36186,51.0,13991.0,22.48,soybeans
